"","Season","TeamName","WScore","WTeamID","WFGA","WFGM","LScore","LTeamID","LFGA","LFGM","Duke.Scoreself","Duke.Scoreoppo","Duke.Perc","Oppo.Perc","Diff"
"100",2006,"Duke",72,1181,47,23,59,1335,56,22,72,59,0.48936170212766,0.392857142857143,0.0965045592705167
"101",2006,"Duke",97,1181,58,31,66,1400,59,27,97,66,0.53448275862069,0.457627118644068,0.0768556399766218
"102",2006,"Duke",104,1181,59,34,77,1434,68,33,104,77,0.576271186440678,0.485294117647059,0.0909770687936192
"103",2006,"Duke",70,1181,54,26,57,1385,59,24,70,57,0.481481481481481,0.406779661016949,0.0747018204645323
"104",2006,"Duke",102,1181,56,32,69,1422,54,25,102,69,0.571428571428571,0.462962962962963,0.108465608465608
"105",2006,"Duke",84,1181,59,32,50,1137,55,17,84,50,0.542372881355932,0.309090909090909,0.233281972265023
"106",2006,"Duke",82,1181,51,28,64,1448,57,25,82,64,0.549019607843137,0.43859649122807,0.110423116615067
"107",2006,"Duke",76,1181,61,26,52,1268,63,19,76,52,0.426229508196721,0.301587301587302,0.12464220660942
"108",2006,"Duke",87,1181,47,27,77,1155,61,33,87,77,0.574468085106383,0.540983606557377,0.0334844785490059
"109",2006,"Duke",81,1181,58,26,68,1301,54,28,81,68,0.448275862068966,0.518518518518518,-0.070242656449553
"110",2006,"Georgetown",87,1207,52,32,84,1181,58,30,84,87,0.517241379310345,0.615384615384615,-0.0981432360742706
"111",2006,"Duke",80,1181,59,29,67,1439,63,27,80,67,0.491525423728814,0.428571428571429,0.062953995157385
"112",2006,"Duke",82,1181,47,26,63,1438,56,20,82,63,0.553191489361702,0.357142857142857,0.196048632218845
"113",2006,"Duke",83,1181,54,24,81,1130,63,31,83,81,0.444444444444444,0.492063492063492,-0.0476190476190476
"114",2006,"Duke",97,1181,64,29,96,1199,85,42,97,96,0.453125,0.494117647058824,-0.0409926470588236
"115",2006,"Duke",87,1181,59,29,83,1314,67,27,87,83,0.491525423728814,0.402985074626866,0.0885403491019479
"116",2006,"Duke",96,1181,61,29,88,1268,71,32,96,88,0.475409836065574,0.450704225352113,0.0247056107134611
"117",2006,"Duke",93,1181,61,35,70,1448,68,27,93,70,0.573770491803279,0.397058823529412,0.176711668273867
"118",2006,"Duke",92,1181,51,25,71,1274,73,30,92,71,0.490196078431373,0.410958904109589,0.0792371743217835
"119",2006,"Duke",73,1181,59,27,66,1210,57,29,73,66,0.457627118644068,0.508771929824561,-0.0511448111804936
"120",2006,"Duke",74,1181,48,22,66,1396,71,29,74,66,0.458333333333333,0.408450704225352,0.0498826291079812
"121",2006,"Florida St",79,1199,60,21,74,1181,63,28,74,79,0.444444444444444,0.35,0.0944444444444444
"122",2006,"North Carolina",83,1314,68,30,76,1181,70,29,76,83,0.414285714285714,0.441176470588235,-0.026890756302521
"123",2006,"Duke",80,1181,61,25,76,1274,63,27,80,76,0.409836065573771,0.428571428571429,-0.018735362997658
"124",2006,"Duke",78,1181,52,24,66,1448,60,25,78,66,0.461538461538462,0.416666666666667,0.0448717948717949
"125",2006,"Duke",78,1181,50,25,76,1130,52,30,78,76,0.5,0.576923076923077,-0.0769230769230769
"126",2007,"Duke",86,1181,48,28,43,1162,51,15,86,43,0.583333333333333,0.294117647058824,0.28921568627451
"127",2007,"Duke",72,1181,48,24,48,1204,62,19,72,48,0.5,0.306451612903226,0.193548387096774
"128",2007,"Duke",75,1181,58,31,48,1422,57,18,75,48,0.53448275862069,0.315789473684211,0.218693284936479
"129",2007,"Duke",71,1181,41,25,56,1102,41,20,71,56,0.609756097560976,0.48780487804878,0.121951219512195
"130",2007,"Marquette",73,1266,59,27,62,1181,53,20,62,73,0.377358490566038,0.457627118644068,-0.08026862807803
"131",2007,"Duke",75,1181,46,24,47,1172,63,18,75,47,0.521739130434783,0.285714285714286,0.236024844720497
"132",2007,"Duke",54,1181,44,14,51,1231,52,20,54,51,0.318181818181818,0.384615384615385,-0.0664335664335665
"133",2007,"Duke",61,1181,44,17,52,1207,49,21,61,52,0.386363636363636,0.428571428571429,-0.0422077922077922
"134",2007,"Duke",57,1181,43,19,45,1221,46,17,57,45,0.441860465116279,0.369565217391304,0.0722952477249748
"135",2007,"Duke",69,1181,50,25,53,1206,53,22,69,53,0.5,0.415094339622642,0.0849056603773585
"136",2007,"Duke",79,1181,50,24,72,1245,59,30,79,72,0.48,0.508474576271186,-0.0284745762711864
"137",2007,"Duke",61,1181,55,19,54,1211,57,22,61,54,0.345454545454545,0.385964912280702,-0.0405103668261563
"138",2007,"Duke",70,1181,60,28,51,1363,67,22,70,51,0.466666666666667,0.328358208955224,0.138308457711443
"139",2007,"Duke",73,1181,59,28,55,1396,67,23,73,55,0.474576271186441,0.343283582089552,0.131292689096888
"140",2007,"Virginia Tech",69,1439,60,26,67,1181,45,22,67,69,0.488888888888889,0.433333333333333,0.0555555555555555
"141",2007,"Georgia Tech",74,1210,39,22,63,1181,60,26,63,74,0.433333333333333,0.564102564102564,-0.130769230769231
"142",2007,"Duke",85,1181,41,28,63,1274,47,23,85,63,0.682926829268293,0.48936170212766,0.193565127140633
"143",2007,"Duke",62,1181,54,24,40,1448,48,16,62,40,0.444444444444444,0.333333333333333,0.111111111111111
"144",2007,"Duke",79,1181,59,31,56,1301,41,14,79,56,0.525423728813559,0.341463414634146,0.183960314179413
"145",2007,"Duke",68,1181,58,24,66,1155,55,25,68,66,0.413793103448276,0.454545454545455,-0.0407523510971787
"146",2007,"Duke",75,1181,56,28,61,1130,58,20,75,61,0.5,0.344827586206897,0.155172413793103
"147",2007,"Virginia",68,1438,58,24,66,1181,59,26,66,68,0.440677966101695,0.413793103448276,0.0268848626534191
"148",2007,"Florida St",68,1199,57,26,67,1181,52,23,67,68,0.442307692307692,0.456140350877193,-0.0138326585695007
"149",2007,"North Carolina",79,1314,61,31,73,1181,63,27,73,79,0.428571428571429,0.508196721311475,-0.0796252927400469
"150",2007,"Maryland",72,1268,64,31,60,1181,58,25,60,72,0.431034482758621,0.484375,-0.0533405172413793
"151",2007,"Duke",78,1181,59,33,70,1130,40,21,78,70,0.559322033898305,0.525,0.034322033898305
"152",2007,"Duke",71,1181,46,22,62,1210,59,28,71,62,0.478260869565217,0.474576271186441,0.00368459837877672
"153",2007,"Duke",71,1181,46,24,66,1155,55,26,71,66,0.521739130434783,0.472727272727273,0.0490118577075099
"154",2007,"Duke",67,1181,46,20,50,1385,50,17,67,50,0.434782608695652,0.34,0.0947826086956521
"155",2007,"Maryland",85,1268,63,33,77,1181,70,29,77,85,0.414285714285714,0.523809523809524,-0.10952380952381
"156",2007,"North Carolina",86,1314,62,31,72,1181,64,27,72,86,0.421875,0.5,-0.078125
"157",2007,"NC State",85,1301,51,31,80,1181,61,30,80,85,0.491803278688525,0.607843137254902,-0.116039858566377
"158",2008,"Duke",121,1181,69,39,56,1300,60,21,121,56,0.565217391304348,0.35,0.215217391304348
"159",2008,"Duke",86,1181,67,32,61,1308,55,25,86,61,0.477611940298507,0.454545454545455,0.0230664857530529
"160",2008,"Duke",83,1181,74,34,61,1343,47,22,83,61,0.459459459459459,0.468085106382979,-0.00862564692351925
"161",2008,"Duke",79,1181,46,26,66,1228,65,21,79,66,0.565217391304348,0.323076923076923,0.242140468227425
"162",2008,"Duke",77,1181,52,26,73,1266,57,26,77,73,0.5,0.456140350877193,0.043859649122807
"163",2008,"Duke",78,1181,47,26,43,1184,41,16,78,43,0.553191489361702,0.390243902439024,0.162947586922678
"164",2008,"Duke",82,1181,61,26,58,1458,65,24,82,58,0.426229508196721,0.369230769230769,0.056998738965952
"165",2008,"Duke",79,1181,57,27,73,1172,68,30,79,73,0.473684210526316,0.441176470588235,0.0325077399380805
"166",2008,"Duke",95,1181,75,37,67,1276,66,25,95,67,0.493333333333333,0.378787878787879,0.114545454545455
"167",2008,"Duke",111,1181,63,38,70,1107,64,30,111,70,0.603174603174603,0.46875,0.134424603174603
"168",2008,"Pittsburgh",65,1338,65,23,64,1181,61,23,64,65,0.377049180327869,0.353846153846154,0.023203026481715
"169",2008,"Duke",81,1181,65,29,67,1165,59,27,81,67,0.446153846153846,0.457627118644068,-0.0114732724902216
"170",2008,"Duke",74,1181,55,21,64,1396,58,20,74,64,0.381818181818182,0.344827586206897,0.0369905956112853
"171",2008,"Duke",87,1181,67,34,65,1438,59,25,87,65,0.507462686567164,0.423728813559322,0.0837338730078422
"172",2008,"Duke",70,1181,57,25,57,1199,62,22,70,57,0.43859649122807,0.354838709677419,0.0837577815506508
"173",2008,"Duke",93,1181,58,31,80,1155,62,33,93,80,0.53448275862069,0.532258064516129,0.00222469410456061
"174",2008,"Duke",81,1181,61,29,64,1439,56,23,81,64,0.475409836065574,0.410714285714286,0.064695550351288
"175",2008,"Duke",93,1181,68,32,84,1268,57,31,93,84,0.470588235294118,0.543859649122807,-0.0732714138286894
"176",2008,"Duke",92,1181,56,32,72,1301,44,24,92,72,0.571428571428571,0.545454545454545,0.025974025974026
"177",2008,"Duke",88,1181,61,25,73,1274,59,29,88,73,0.409836065573771,0.491525423728814,-0.0816893581550431
"178",2008,"Duke",89,1181,66,30,78,1314,69,28,89,78,0.454545454545455,0.405797101449275,0.0487483530961791
"179",2008,"Duke",90,1181,70,31,80,1130,58,32,90,80,0.442857142857143,0.551724137931034,-0.108866995073892
"180",2008,"Duke",77,1181,58,23,65,1268,66,27,77,65,0.396551724137931,0.409090909090909,-0.0125391849529781
"181",2008,"Wake Forest",86,1448,60,27,73,1181,64,26,73,86,0.40625,0.45,-0.04375
"182",2008,"Miami FL",96,1274,61,35,95,1181,66,30,95,96,0.454545454545455,0.573770491803279,-0.119225037257824
"183",2008,"Duke",86,1181,65,30,56,1385,60,20,86,56,0.461538461538462,0.333333333333333,0.128205128205128
"184",2008,"Duke",71,1181,56,24,58,1210,61,23,71,58,0.428571428571429,0.377049180327869,0.0515222482435597
"185",2008,"Duke",87,1181,57,22,86,1301,50,27,87,86,0.385964912280702,0.54,-0.154035087719298
"186",2008,"Duke",86,1181,65,33,70,1438,58,27,86,70,0.507692307692308,0.46551724137931,0.0421750663129973
"187",2008,"North Carolina",76,1314,76,31,68,1181,76,25,68,76,0.328947368421053,0.407894736842105,-0.0789473684210526
"188",2008,"Duke",82,1181,54,28,70,1210,61,27,82,70,0.518518518518518,0.442622950819672,0.0758955676988464
"189",2008,"Clemson",78,1155,55,28,74,1181,60,26,74,78,0.433333333333333,0.509090909090909,-0.0757575757575757
"190",2009,"Duke",80,1181,63,30,49,1342,53,16,80,49,0.476190476190476,0.30188679245283,0.174303683737646
"191",2009,"Duke",97,1181,66,32,54,1204,64,18,97,54,0.484848484848485,0.28125,0.203598484848485
"192",2009,"Duke",82,1181,55,25,79,1348,53,29,82,79,0.454545454545455,0.547169811320755,-0.0926243567753002
"193",2009,"Duke",83,1181,42,18,58,1356,57,20,83,58,0.428571428571429,0.350877192982456,0.0776942355889724
"194",2009,"Duke",71,1181,50,24,56,1276,54,19,71,56,0.48,0.351851851851852,0.128148148148148
"195",2009,"Duke",78,1181,64,29,58,1285,50,23,78,58,0.453125,0.46,-0.00687500000000002
"196",2009,"Duke",95,1181,64,35,72,1182,68,27,95,72,0.546875,0.397058823529412,0.149816176470588
"197",2009,"Duke",76,1181,57,24,60,1345,59,22,76,60,0.421052631578947,0.372881355932203,0.0481712756467439
"198",2009,"Michigan",81,1276,58,28,73,1181,65,31,73,81,0.476923076923077,0.482758620689655,-0.00583554376657824
"199",2009,"Duke",99,1181,69,36,56,1421,56,23,99,56,0.521739130434783,0.410714285714286,0.111024844720497
"200",2009,"Duke",82,1181,59,31,64,1462,53,25,82,64,0.525423728813559,0.471698113207547,0.0537256156060122
"201",2009,"Duke",92,1181,66,36,51,1259,60,19,92,51,0.545454545454545,0.316666666666667,0.228787878787879
"202",2009,"Duke",69,1181,54,22,44,1439,49,18,69,44,0.407407407407407,0.36734693877551,0.0400604686318972
"203",2009,"Duke",79,1181,59,25,67,1172,58,25,79,67,0.423728813559322,0.431034482758621,-0.00730566919929865
"204",2009,"Duke",66,1181,42,18,58,1199,71,22,66,58,0.428571428571429,0.309859154929577,0.118712273641851
"205",2009,"Duke",70,1181,59,23,56,1210,51,21,70,56,0.389830508474576,0.411764705882353,-0.0219341974077766
"206",2009,"Duke",76,1181,58,28,67,1207,51,26,76,67,0.482758620689655,0.509803921568627,-0.0270453008789722
"207",2009,"Duke",73,1181,57,29,56,1301,51,23,73,56,0.508771929824561,0.450980392156863,0.0577915376676987
"208",2009,"Duke",85,1181,73,31,44,1268,64,18,85,44,0.424657534246575,0.28125,0.143407534246575
"209",2009,"Wake Forest",70,1448,62,25,68,1181,66,22,68,70,0.333333333333333,0.403225806451613,-0.0698924731182796
"210",2009,"Duke",79,1181,67,31,54,1438,49,21,79,54,0.462686567164179,0.428571428571429,0.0341151385927506
"211",2009,"Clemson",74,1155,60,28,47,1181,52,16,47,74,0.307692307692308,0.466666666666667,-0.158974358974359
"212",2009,"Duke",78,1181,76,25,75,1274,57,27,78,75,0.328947368421053,0.473684210526316,-0.144736842105263
"213",2009,"North Carolina",101,1314,62,34,87,1181,70,34,87,101,0.485714285714286,0.548387096774194,-0.0626728110599078
"214",2009,"Boston College",80,1130,51,30,74,1181,68,29,74,80,0.426470588235294,0.588235294117647,-0.161764705882353
"215",2009,"Duke",76,1181,43,23,69,1385,50,27,76,69,0.534883720930233,0.54,-0.00511627906976753
"216",2009,"Duke",101,1181,61,33,91,1448,59,36,101,91,0.540983606557377,0.610169491525424,-0.0691858849680467
"217",2009,"Duke",78,1181,57,25,67,1268,50,24,78,67,0.43859649122807,0.48,-0.0414035087719298
"218",2009,"Duke",72,1181,59,25,65,1439,56,23,72,65,0.423728813559322,0.410714285714286,0.0130145278450363
"219",2009,"Duke",84,1181,65,26,81,1199,60,30,84,81,0.4,0.5,-0.1
"220",2009,"North Carolina",79,1314,53,28,71,1181,50,22,71,79,0.44,0.528301886792453,-0.0883018867924528
"221",2009,"Duke",66,1181,47,22,65,1130,60,23,66,65,0.468085106382979,0.383333333333333,0.0847517730496454
"222",2009,"Duke",67,1181,55,20,61,1268,63,25,67,61,0.363636363636364,0.396825396825397,-0.0331890331890332
"223",2009,"Duke",79,1181,58,24,69,1199,49,23,79,69,0.413793103448276,0.469387755102041,-0.055594651653765
"224",2010,"Duke",96,1181,62,37,62,1422,60,24,96,62,0.596774193548387,0.4,0.196774193548387
"225",2010,"Duke",74,1181,54,24,49,1157,56,16,74,49,0.444444444444444,0.285714285714286,0.158730158730159
"226",2010,"Duke",101,1181,70,37,59,1150,59,20,101,59,0.528571428571429,0.338983050847458,0.189588377723971
"227",2010,"Duke",104,1181,72,35,67,1347,67,25,104,67,0.486111111111111,0.373134328358209,0.112976782752902
"228",2010,"Duke",64,1181,55,23,53,1113,46,18,64,53,0.418181818181818,0.391304347826087,0.0268774703557312
"229",2010,"Duke",68,1181,74,21,59,1163,59,22,68,59,0.283783783783784,0.372881355932203,-0.0890975721484196
"230",2010,"Wisconsin",73,1458,59,26,69,1181,53,24,69,73,0.452830188679245,0.440677966101695,0.0121522225775504
"231",2010,"Duke",80,1181,65,28,71,1385,57,29,80,71,0.430769230769231,0.508771929824561,-0.0780026990553306
"232",2010,"Duke",113,1181,66,43,68,1205,68,28,113,68,0.651515151515151,0.411764705882353,0.239750445632799
"233",2010,"Duke",76,1181,60,27,41,1211,54,15,76,41,0.45,0.277777777777778,0.172222222222222
"234",2010,"Duke",84,1181,68,32,63,1253,61,22,84,63,0.470588235294118,0.360655737704918,0.1099324975892
"235",2010,"Duke",114,1181,60,36,55,1335,62,21,114,55,0.6,0.338709677419355,0.261290322580645
"236",2010,"Duke",74,1181,48,24,53,1155,49,16,74,53,0.5,0.326530612244898,0.173469387755102
"237",2010,"Duke",86,1181,65,29,65,1235,57,26,86,65,0.446153846153846,0.456140350877193,-0.00998650472334678
"238",2010,"Georgia Tech",71,1210,53,22,67,1181,60,26,67,71,0.433333333333333,0.415094339622642,0.0182389937106918
"239",2010,"Duke",79,1181,60,28,59,1130,48,21,79,59,0.466666666666667,0.4375,0.0291666666666667
"240",2010,"Duke",90,1181,70,30,70,1448,66,26,90,70,0.428571428571429,0.393939393939394,0.0346320346320346
"241",2010,"NC State",88,1301,55,32,74,1181,57,22,74,88,0.385964912280702,0.581818181818182,-0.19585326953748
